timestamp,ip,path,method,status_code,user_agent,response_size,analysis_timestamp,suspicious
2025-12-21 16:14:01.748914,192.168.183.130,/api/products,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,32004,2025-12-28T14:01:06.906569,False
2025-12-21 16:17:01.748914,192.168.83.180,/profile,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,31332,2025-12-28T14:01:06.912800,False
2025-12-21 16:18:01.748914,192.168.55.43,/home,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,32702,2025-12-28T14:01:06.914872,False
2025-12-21 16:20:01.748914,192.168.1.168,/contact,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,33268,2025-12-28T14:01:06.919567,False
2025-12-21 16:21:01.748914,192.168.40.236,/contact,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,20397,2025-12-28T14:01:06.921054,False
2025-12-21 16:22:01.748914,192.168.214.40,/api/users,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,19249,2025-12-28T14:01:06.923434,False
2025-12-21 16:23:01.748914,192.168.100.120,/search?q=products,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,19280,2025-12-28T14:01:06.924870,False
2025-12-21 16:25:01.748914,192.168.119.209,/search?q=products,POST,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,13411,2025-12-28T14:01:06.927505,False
2025-12-21 16:26:01.748914,192.168.245.231,/settings,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,39940,2025-12-28T14:01:06.929763,False
2025-12-21 16:29:01.748914,192.168.181.187,/api/products,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,4639,2025-12-28T14:01:06.936013,False
2025-12-21 16:32:01.748914,192.168.114.54,/about,POST,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,34556,2025-12-28T14:01:06.940282,False
2025-12-21 16:36:01.748914,192.168.183.174,/api/users,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,35931,2025-12-28T14:01:06.949308,False
2025-12-21 16:37:01.748914,192.168.63.253,/settings,GET,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,6200,2025-12-28T14:01:06.951152,False
2025-12-21 16:38:01.748914,192.168.110.126,/api/products,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,47867,2025-12-28T14:01:06.952513,False
2025-12-21 16:39:01.748914,192.168.120.245,/dashboard,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,15102,2025-12-28T14:01:06.953816,False
2025-12-21 16:40:01.748914,192.168.61.169,/settings,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,25663,2025-12-28T14:01:06.955184,False
2025-12-21 16:41:01.748914,192.168.190.249,/settings,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23388,2025-12-28T14:01:06.956466,False
2025-12-21 16:42:01.748914,192.168.113.143,/home,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,5113,2025-12-28T14:01:06.957717,False
2025-12-21 16:43:01.748914,192.168.78.62,/about,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,28703,2025-12-28T14:01:06.959003,False
2025-12-21 16:44:01.748914,192.168.74.127,/settings,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,26083,2025-12-28T14:01:06.960271,False
2025-12-21 16:46:01.748914,192.168.28.170,/about,GET,201,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,22132,2025-12-28T14:01:06.962684,False
2025-12-21 16:47:01.748914,192.168.134.39,/contact,POST,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,33240,2025-12-28T14:01:06.965032,False
2025-12-21 16:48:01.748914,192.168.96.97,/settings,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,5188,2025-12-28T14:01:06.966705,False
2025-12-21 16:49:01.748914,192.168.177.58,/settings,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,40775,2025-12-28T14:01:06.968323,False
2025-12-21 16:50:01.748914,192.168.168.183,/api/users,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,11757,2025-12-28T14:01:06.970144,False
2025-12-21 16:51:01.748914,192.168.230.248,/api/orders,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,19848,2025-12-28T14:01:06.971490,False
2025-12-21 16:53:01.748914,192.168.41.113,/search?q=products,GET,304,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,47694,2025-12-28T14:01:06.974117,False
2025-12-21 16:54:01.748914,192.168.4.123,/home,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23053,2025-12-28T14:01:06.975420,False
2025-12-21 16:55:01.748914,192.168.82.18,/profile,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,6330,2025-12-28T14:01:06.976757,False
2025-12-21 16:56:01.748914,192.168.39.168,/about,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,22257,2025-12-28T14:01:06.978029,False
2025-12-21 16:57:01.748914,192.168.7.242,/profile,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,29908,2025-12-28T14:01:06.979973,False
2025-12-21 16:58:01.748914,192.168.44.178,/profile,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,33225,2025-12-28T14:01:06.982457,False
2025-12-21 17:02:01.748914,192.168.180.104,/search?q=products,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,10332,2025-12-28T14:01:06.990777,False
2025-12-21 17:03:01.748914,192.168.172.141,/home,GET,201,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,22756,2025-12-28T14:01:06.992126,False
2025-12-21 17:04:01.748914,192.168.165.3,/search?q=products,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,5045,2025-12-28T14:01:06.993456,False
2025-12-21 17:06:01.748914,192.168.200.116,/api/users,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,38276,2025-12-28T14:01:06.996156,False
2025-12-21 17:10:01.748914,192.168.14.27,/api/orders,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,16051,2025-12-28T14:01:07.004062,False
2025-12-21 17:11:01.748914,192.168.35.154,/api/orders,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,12205,2025-12-28T14:01:07.005573,False
2025-12-21 17:12:01.748914,192.168.166.189,/dashboard,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,2136,2025-12-28T14:01:07.007007,False
2025-12-21 17:16:01.748914,192.168.54.85,/api/users,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,2649,2025-12-28T14:01:07.012712,False
2025-12-21 17:17:01.748914,192.168.250.158,/about,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,15177,2025-12-28T14:01:07.015305,False
2025-12-21 17:18:01.748914,192.168.250.109,/settings,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,32080,2025-12-28T14:01:07.016968,False
2025-12-21 17:19:01.748914,192.168.94.11,/profile,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,41226,2025-12-28T14:01:07.018830,False
2025-12-21 17:20:01.748914,192.168.212.152,/search?q=products,GET,304,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,20810,2025-12-28T14:01:07.021169,False
2025-12-21 17:21:01.748914,192.168.47.7,/contact,GET,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,2370,2025-12-28T14:01:07.022763,False
2025-12-21 17:22:01.748914,192.168.155.137,/dashboard,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,38741,2025-12-28T14:01:07.024129,False
2025-12-21 17:23:01.748914,192.168.22.141,/api/products,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,42488,2025-12-28T14:01:07.025475,False
2025-12-21 17:24:01.748914,192.168.81.92,/api/users,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,10808,2025-12-28T14:01:07.026798,False
2025-12-21 17:25:01.748914,192.168.214.24,/contact,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,9577,2025-12-28T14:01:07.028306,False
2025-12-21 17:26:01.748914,192.168.139.231,/profile,GET,304,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,34963,2025-12-28T14:01:07.029567,False
2025-12-21 17:27:01.748914,192.168.3.123,/profile,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,3286,2025-12-28T14:01:07.032347,False
2025-12-21 17:28:01.748914,192.168.119.106,/home,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23004,2025-12-28T14:01:07.035364,False
2025-12-21 17:29:01.748914,192.168.211.25,/search?q=products,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,14496,2025-12-28T14:01:07.040324,False
2025-12-21 17:30:01.748914,192.168.184.55,/api/products,GET,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,5849,2025-12-28T14:01:07.043180,False
2025-12-21 17:32:01.748914,192.168.195.49,/home,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,32910,2025-12-28T14:01:07.046063,False
2025-12-21 17:33:01.748914,192.168.161.242,/dashboard,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,37481,2025-12-28T14:01:07.048778,False
2025-12-21 17:34:01.748914,192.168.226.64,/home,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,18283,2025-12-28T14:01:07.051749,False
2025-12-21 17:35:01.748914,192.168.79.179,/about,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,33609,2025-12-28T14:01:07.053530,False
2025-12-21 17:36:01.748914,192.168.130.247,/contact,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,31031,2025-12-28T14:01:07.054919,False
2025-12-21 17:37:01.748914,192.168.90.168,/api/products,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,13242,2025-12-28T14:01:07.056227,False
2025-12-21 17:40:01.748914,192.168.88.3,/dashboard,GET,201,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23194,2025-12-28T14:01:07.060416,False
2025-12-21 17:41:01.748914,192.168.225.16,/api/orders,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,27072,2025-12-28T14:01:07.061702,False
2025-12-21 17:42:01.748914,192.168.46.200,/search?q=products,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,16604,2025-12-28T14:01:07.062928,False
2025-12-21 17:43:01.748914,192.168.68.222,/profile,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,26445,2025-12-28T14:01:07.065701,False
