timestamp,ip,path,method,status_code,user_agent,response_size,analysis_timestamp,suspicious,reasons,risk_level
2025-12-21 15:19:01.748914,192.168.222.177,/api/users,DELETE,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,28335,2025-12-28T14:01:06.817103,True,['Unusual HTTP method: DELETE'],low
2025-12-21 15:20:01.748914,192.168.121.94,/admin/users,POST,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,5496,2025-12-28T14:01:06.818527,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-21 15:22:01.748914,192.168.215.232,/config.php,POST,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,16624,2025-12-28T14:01:06.821581,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 404']",medium
2025-12-21 15:28:01.748914,192.168.221.5,/api/users?id=1' UNION SELECT * FROM users--,GET,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,42567,2025-12-28T14:01:06.831157,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 404']",high
2025-12-21 15:29:01.748914,192.168.140.15,/api/users'; DROP TABLE users;--,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,37077,2025-12-28T14:01:06.833084,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400']",high
2025-12-21 15:32:01.748914,192.168.221.61,/files/../../etc/passwd,GET,403,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,15281,2025-12-28T14:01:06.837889,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-21 15:33:01.748914,192.168.160.134,/api/users?id=1' OR '1'='1,GET,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,27054,2025-12-28T14:01:06.839206,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 404']",high
2025-12-21 15:41:01.748914,192.168.128.167,/search?q=products,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,34656,2025-12-28T14:01:06.853590,True,['Unusual HTTP method: DELETE'],low
2025-12-21 15:42:01.748914,192.168.163.96,/files/../../etc/passwd,GET,403,nikto/2.1.6,35689,2025-12-28T14:01:06.855442,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403', 'Suspicious user agent: nikto']",medium
2025-12-21 15:44:01.748914,192.168.13.149,/files/../../etc/passwd,GET,500,nikto/2.1.6,46136,2025-12-28T14:01:06.858105,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 500', 'Suspicious user agent: nikto']",medium
2025-12-21 15:45:01.748914,192.168.218.86,/settings,DELETE,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,5885,2025-12-28T14:01:06.859446,True,['Unusual HTTP method: DELETE'],low
2025-12-21 15:50:01.748914,192.168.2.157,/search?q=<script>alert('XSS')</script>,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,37699,2025-12-28T14:01:06.867681,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 400']",high
2025-12-21 15:53:01.748914,192.168.31.23,/admin/users,GET,400,nikto/2.1.6,44425,2025-12-28T14:01:06.872334,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400', 'Suspicious user agent: nikto']",medium
2025-12-21 15:56:01.748914,192.168.83.145,/search?q=products,DELETE,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,1769,2025-12-28T14:01:06.877207,True,['Unusual HTTP method: DELETE'],low
2025-12-21 15:57:01.748914,192.168.165.241,/ping?host=127.0.0.1|ls,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,23593,2025-12-28T14:01:06.878554,True,"[""Command Injection: '|' detected in path"", 'Error status code: 400']",high
2025-12-21 15:58:01.748914,192.168.95.16,/home,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,9330,2025-12-28T14:01:06.880351,True,['Error status code: 400'],low
2025-12-21 15:59:01.748914,192.168.250.210,/api/users?id=1' OR '1'='1,POST,400,nmap scripting engine,44986,2025-12-28T14:01:06.882426,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400', 'Suspicious user agent: nmap']",high
2025-12-21 16:02:01.748914,192.168.114.136,/backup/database.sql,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,29428,2025-12-28T14:01:06.888137,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 400']",medium
2025-12-21 16:10:01.748914,192.168.1.155,/dashboard,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,35799,2025-12-28T14:01:06.900965,True,['Error status code: 400'],low
2025-12-21 16:12:01.748914,192.168.119.173,/api/users'; DROP TABLE users;--,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,40020,2025-12-28T14:01:06.903888,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400']",high
2025-12-21 16:15:01.748914,192.168.178.166,/config.php,GET,403,masscan/1.0,30935,2025-12-28T14:01:06.909283,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403', 'Suspicious user agent: masscan']",medium
2025-12-21 16:16:01.748914,192.168.51.156,/api/users'; DROP TABLE users;--,GET,403,nikto/2.1.6,11166,2025-12-28T14:01:06.911396,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 403', 'Suspicious user agent: nikto']",high
2025-12-21 16:19:01.748914,192.168.121.31,/ping?host=127.0.0.1|ls,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,13229,2025-12-28T14:01:06.917455,True,"[""Command Injection: '|' detected in path"", 'Error status code: 400']",high
2025-12-21 16:24:01.748914,192.168.148.165,/api/products,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,48390,2025-12-28T14:01:06.926168,True,['Unusual HTTP method: PUT'],low
2025-12-21 16:27:01.748914,192.168.133.197,/profile,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,26945,2025-12-28T14:01:06.932118,True,['Error status code: 400'],low
2025-12-21 16:28:01.748914,192.168.204.70,/home,DELETE,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,43610,2025-12-28T14:01:06.933746,True,['Unusual HTTP method: DELETE'],low
2025-12-21 16:30:01.748914,192.168.21.86,/profile,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,2881,2025-12-28T14:01:06.937518,True,['Unusual HTTP method: PUT'],low
2025-12-21 16:31:01.748914,192.168.221.240,/settings,PUT,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,26062,2025-12-28T14:01:06.938907,True,['Unusual HTTP method: PUT'],low
2025-12-21 16:33:01.748914,192.168.25.141,/backup/database.sql,GET,404,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,805,2025-12-28T14:01:06.943678,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 404']",medium
2025-12-21 16:34:01.748914,192.168.58.196,/config.php,GET,400,sqlmap/1.0,13880,2025-12-28T14:01:06.945144,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 400', 'Suspicious user agent: sqlmap']",medium
2025-12-21 16:35:01.748914,192.168.193.147,/upload/shell.php,PUT,403,nikto/2.1.6,39245,2025-12-28T14:01:06.946504,True,"['Unusual HTTP method: PUT', 'Error status code: 403', 'Suspicious user agent: nikto']",medium
2025-12-21 16:45:01.748914,192.168.169.16,/ping?host=127.0.0.1|ls,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,15391,2025-12-28T14:01:06.961474,True,"[""Command Injection: '|' detected in path"", 'Error status code: 400']",high
2025-12-21 16:52:01.748914,192.168.149.183,/files/../../etc/passwd,GET,403,nmap scripting engine,16572,2025-12-28T14:01:06.972765,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403', 'Suspicious user agent: nmap']",medium
2025-12-21 16:59:01.748914,192.168.143.86,/dashboard,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,648,2025-12-28T14:01:06.984651,True,['Error status code: 400'],low
2025-12-21 17:00:01.748914,192.168.170.203,/config.php,GET,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,29582,2025-12-28T14:01:06.986163,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403']",medium
2025-12-21 17:01:01.748914,192.168.182.130,/home,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,20192,2025-12-28T14:01:06.988778,True,['Error status code: 400'],low
2025-12-21 17:05:01.748914,192.168.31.178,/search?q=<script>alert('XSS')</script>,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,16423,2025-12-28T14:01:06.994860,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 400']",high
2025-12-21 17:07:01.748914,192.168.243.115,/admin/config,PUT,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,20918,2025-12-28T14:01:06.998677,True,"[""Admin Access: '/admin' detected in path"", 'Unusual HTTP method: PUT', 'Error status code: 403']",medium
2025-12-21 17:08:01.748914,192.168.214.107,/api/users?id=1' UNION SELECT * FROM users--,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,23784,2025-12-28T14:01:07.000683,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400']",high
2025-12-21 17:09:01.748914,192.168.4.98,/search?q=<img src=x onerror=alert(1)>,POST,400,masscan/1.0,924,2025-12-28T14:01:07.002434,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 400', 'Suspicious user agent: masscan']",medium
2025-12-21 17:13:01.748914,192.168.184.170,/api/users,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,21129,2025-12-28T14:01:07.008362,True,['Error status code: 400'],low
2025-12-21 17:14:01.748914,192.168.232.199,/search?q=<img src=x onerror=alert(1)>,GET,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,47007,2025-12-28T14:01:07.009760,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 404']",medium
2025-12-21 17:15:01.748914,192.168.240.193,/contact,PUT,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,31382,2025-12-28T14:01:07.011038,True,"['Unusual HTTP method: PUT', 'Error status code: 400']",medium
2025-12-21 17:31:01.748914,192.168.2.252,/admin/config,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,27169,2025-12-28T14:01:07.044707,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-21 17:38:01.748914,192.168.192.26,/config.php,POST,403,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,36856,2025-12-28T14:01:07.057696,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403']",medium
2025-12-21 17:39:01.748914,192.168.20.173,/config.php,GET,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,21574,2025-12-28T14:01:07.059102,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403']",medium
2025-12-21 17:45:01.748914,192.168.244.61,/dashboard,PUT,304,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,19805,2025-12-28T14:01:07.070272,True,['Unusual HTTP method: PUT'],low
2025-12-21 17:46:01.748914,192.168.15.109,/api/users'; DROP TABLE users;--,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,32646,2025-12-28T14:01:07.072710,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400']",high
2025-12-21 17:52:01.748914,192.168.153.112,/api/exec?cmd=whoami,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,39822,2025-12-28T14:01:07.083679,True,"[""Sql Injection: 'exec' detected in path"", ""Command Injection: 'whoami' detected in path"", 'Error status code: 403']",high
2025-12-21 17:56:01.748914,192.168.45.203,/api/users,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,5005,2025-12-28T14:01:07.089608,True,['Error status code: 400'],low
2025-12-21 17:59:01.748914,192.168.168.30,/admin/users,POST,403,sqlmap/1.0,45427,2025-12-28T14:01:07.095819,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403', 'Suspicious user agent: sqlmap']",medium
2025-12-21 18:00:01.748914,192.168.155.162,/search?q=<script>alert('XSS')</script>,POST,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23329,2025-12-28T14:01:07.098007,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 400']",high
2025-12-21 18:04:01.748914,192.168.87.236,/dashboard,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,39806,2025-12-28T14:01:07.103712,True,['Error status code: 400'],low
2025-12-21 18:05:01.748914,192.168.210.186,/api/users,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,26292,2025-12-28T14:01:07.105226,True,['Error status code: 400'],low
2025-12-21 18:11:01.748914,192.168.231.224,/search?q=products,POST,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,3602,2025-12-28T14:01:07.119131,True,['Error status code: 400'],low
2025-12-21 18:13:01.748914,192.168.71.130,/.env,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,36001,2025-12-28T14:01:07.123277,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 400']",medium
2025-12-21 18:17:01.748914,192.168.72.216,/files/../../etc/passwd,GET,400,nikto/2.1.6,26583,2025-12-28T14:01:07.131852,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 400', 'Suspicious user agent: nikto']",medium
2025-12-21 18:19:01.748914,192.168.83.8,/api/products,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,19474,2025-12-28T14:01:07.135230,True,['Error status code: 400'],low
2025-12-21 18:22:01.748914,192.168.20.185,/api/users,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,1554,2025-12-28T14:01:07.139551,True,['Error status code: 400'],low
2025-12-21 18:27:01.748914,192.168.30.249,/admin/users,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,44601,2025-12-28T14:01:07.147720,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400']",medium
2025-12-21 18:37:01.748914,192.168.120.54,/api/users?id=1' OR '1'='1,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,38184,2025-12-28T14:01:07.163005,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400']",high
2025-12-21 18:39:01.748914,192.168.150.182,/upload/shell.php,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,12202,2025-12-28T14:01:07.167182,True,['Error status code: 400'],low
2025-12-21 18:42:01.748914,192.168.31.225,/backup/database.sql,POST,403,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,41597,2025-12-28T14:01:07.171790,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 403']",medium
2025-12-21 18:45:01.748914,192.168.232.231,/api/orders,POST,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,14069,2025-12-28T14:01:07.175921,True,['Error status code: 400'],low
2025-12-21 18:46:01.748914,192.168.121.65,/api/products,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,14904,2025-12-28T14:01:07.177242,True,['Unusual HTTP method: DELETE'],low
2025-12-21 18:47:01.748914,192.168.52.155,/about,DELETE,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,45915,2025-12-28T14:01:07.178506,True,['Unusual HTTP method: DELETE'],low
2025-12-21 18:49:01.748914,192.168.93.95,/search?q=<img src=x onerror=alert(1)>,GET,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,5064,2025-12-28T14:01:07.185397,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 404']",medium
2025-12-21 18:52:01.748914,192.168.57.154,/files/../../../etc/shadow,DELETE,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,11233,2025-12-28T14:01:07.190642,True,"[""Path Traversal: '../' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 500']",medium
2025-12-21 18:53:01.748914,192.168.10.180,/files/../../../etc/shadow,GET,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,22152,2025-12-28T14:01:07.192650,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 404']",medium
2025-12-21 18:54:01.748914,192.168.73.242,/settings,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,21429,2025-12-28T14:01:07.194040,True,['Unusual HTTP method: DELETE'],low
2025-12-21 18:55:01.748914,192.168.185.75,/about,DELETE,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,19281,2025-12-28T14:01:07.195869,True,['Unusual HTTP method: DELETE'],low
2025-12-21 18:58:01.748914,192.168.180.151,/ping?host=127.0.0.1|ls,GET,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,43116,2025-12-28T14:01:07.203504,True,"[""Command Injection: '|' detected in path"", 'Error status code: 404']",high
2025-12-21 19:00:01.748914,192.168.11.41,/ping?host=127.0.0.1|ls,DELETE,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,1362,2025-12-28T14:01:07.208040,True,"[""Command Injection: '|' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 404']",high
2025-12-21 19:01:01.748914,192.168.86.148,/profile,PUT,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,19055,2025-12-28T14:01:07.209490,True,['Unusual HTTP method: PUT'],low
2025-12-21 19:02:01.748914,192.168.167.206,/api/exec?cmd=whoami,GET,404,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,6451,2025-12-28T14:01:07.211117,True,"[""Sql Injection: 'exec' detected in path"", ""Command Injection: 'whoami' detected in path"", 'Error status code: 404']",high
2025-12-21 19:04:01.748914,192.168.5.28,/search?q=<script>alert('XSS')</script>,POST,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,18775,2025-12-28T14:01:07.215230,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 403']",high
2025-12-21 19:07:01.748914,192.168.163.167,/files/../../etc/passwd,GET,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,40328,2025-12-28T14:01:07.222159,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-21 19:09:01.748914,192.168.158.119,/api/users,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,44987,2025-12-28T14:01:07.226571,True,['Unusual HTTP method: DELETE'],low
2025-12-21 19:12:01.748914,192.168.58.233,/upload/shell.php,GET,500,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,28333,2025-12-28T14:01:07.231698,True,['Error status code: 500'],low
2025-12-21 19:16:01.748914,192.168.161.107,/dashboard,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,32128,2025-12-28T14:01:07.237794,True,['Unusual HTTP method: PUT'],low
2025-12-21 19:17:01.748914,192.168.240.137,/search?q=<script>alert('XSS')</script>,POST,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,19694,2025-12-28T14:01:07.239119,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 400']",high
2025-12-21 19:18:01.748914,192.168.129.106,/search?q=<script>alert('XSS')</script>,POST,403,sqlmap/1.0,30355,2025-12-28T14:01:07.240543,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 403', 'Suspicious user agent: sqlmap']",high
2025-12-21 19:22:01.748914,192.168.193.132,/upload/shell.php,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,34073,2025-12-28T14:01:07.246004,True,['Error status code: 400'],low
2025-12-21 19:29:01.748914,192.168.11.129,/api/orders,DELETE,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,49719,2025-12-28T14:01:07.257806,True,['Unusual HTTP method: DELETE'],low
2025-12-21 19:32:01.748914,192.168.73.39,/api/users?id=1' OR '1'='1,POST,404,nikto/2.1.6,12600,2025-12-28T14:01:07.261828,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 404', 'Suspicious user agent: nikto']",high
2025-12-21 19:36:01.748914,192.168.239.206,/api/products,PUT,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,39778,2025-12-28T14:01:07.269527,True,['Unusual HTTP method: PUT'],low
2025-12-21 19:37:01.748914,192.168.150.228,/api/orders,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,38244,2025-12-28T14:01:07.271180,True,['Error status code: 400'],low
